"Time","Location","Month","Intervention","mu","li","ui","xi","yi","Source","Year","Count"
108,1,"12",1,0.644171345716194,0.0814704675178367,0.987955998605553,0.470763939271733,0.855618749000668,"Poultry",2013,28
109,1,"1",1,0.679242753682012,0.130414757779732,0.985483555280034,0.513105985244273,0.885771465267078,"Poultry",2014,12
110,1,"2",1,0.748036370233682,0.0943930326820656,0.999973530712162,0.58508965984533,0.973603985520729,"Poultry",2014,15
111,1,"3",1,0.459581868608676,0.00673568651959505,0.950319478049234,0.213891368930818,0.698525097648676,"Poultry",2014,16
112,1,"4",1,0.0674299178337344,1.5564688718795e-06,0.553062921270486,0.000548951660117834,0.0551199074563151,"Poultry",2014,3
113,1,"5",1,0.302572159897068,0.00013586944851677,0.943600063734208,0.0388183211259042,0.519560192266114,"Poultry",2014,5
114,1,"6",1,0.10123734707395,1.27300813457073e-05,0.64368103598736,0.00306604788734216,0.116239922505568,"Poultry",2014,9
115,1,"7",1,0.388544600382172,0.00340202575526036,0.925122747533071,0.146713650747952,0.603822453892732,"Poultry",2014,12
116,1,"8",1,0.199064565448164,0.000672964953599515,0.6477388015579,0.0591543526759859,0.294053762593618,"Poultry",2014,18
117,1,"9",1,0.0653446790545393,6.43382311596887e-07,0.454877472713601,0.000492765668008478,0.0704474489420758,"Poultry",2014,12
118,1,"10",1,0.453892411969514,0.0203036535625322,0.927898677913658,0.236902151930242,0.664598286713813,"Poultry",2014,14
119,1,"11",1,0.371734205798153,0.00215151102176787,0.83407229702494,0.18614237968742,0.540580222933092,"Poultry",2014,19
120,1,"12",1,0.475615308201906,0.0469544791669795,0.975319430891494,0.269845632957791,0.66960268208083,"Poultry",2014,14
1,0,"1",0,0.11169296966456,0.00352914212226016,0.503955056434391,0.0244085778351205,0.14567962216406,"Ruminants",2005,NA
2,0,"2",0,0.0807137874583596,0.000109766557395472,0.501119751252843,0.00558357021034698,0.0928741379912478,"Ruminants",2005,4
3,0,"3",0,0.237186029870872,0.0113651966356174,0.708110277680205,0.0846683376715153,0.346474828173961,"Ruminants",2005,5
4,0,"4",0,0.113894089531807,0.000186410779312444,0.640647088226331,0.00709431335702216,0.145159088266147,"Ruminants",2005,7
5,0,"5",0,0.485063431728992,0.0406656838507839,0.907200552497796,0.300508720690964,0.672706909148826,"Ruminants",2005,16
6,0,"6",0,0.224495245281907,0.00244502618761217,0.746724737018859,0.0532965668723108,0.344649559167058,"Ruminants",2005,5
7,0,"7",0,0.197273418479058,0.00493961453556195,0.625667209668219,0.0636426864963651,0.287592359361152,"Ruminants",2005,5
8,0,"8",0,0.0936091055965224,0.000948939988879894,0.398597951009131,0.0176263978813692,0.130543497993443,"Ruminants",2005,11
9,0,"9",0,0.130858251160823,0.00177895548191858,0.476401594342409,0.0296133045901802,0.19189101961278,"Ruminants",2005,12
10,0,"10",0,0.143237551362985,0.00234034848441195,0.479241553290442,0.0407970695606428,0.209740940161355,"Ruminants",2005,16
11,0,"11",0,0.130747698876947,0.0034459089534947,0.350860299980457,0.0557441545965458,0.187786976862174,"Ruminants",2005,36
12,0,"12",0,0.0310414826820815,5.86187437205489e-05,0.167693263225793,0.00276255265340907,0.0392680713212501,"Ruminants",2005,20
13,0,"1",0,0.195376999902094,0.0217664899988697,0.51346367181792,0.0946745534475698,0.268896998113344,"Ruminants",2006,18
14,0,"2",0,0.0893787026695586,0.000112592022482851,0.379955681652354,0.00858087229073374,0.133677702517474,"Ruminants",2006,16
15,0,"3",0,0.306276341267598,0.0344480895612081,0.677597519244877,0.176495765149706,0.417143098738711,"Ruminants",2006,16
16,0,"4",0,0.078963020187679,0.000181034531970228,0.432692299406077,0.00649708326072959,0.100262045706084,"Ruminants",2006,9
17,0,"5",0,0.198852429282827,0.0218585959595379,0.482827941609219,0.104409940687863,0.273547986511833,"Ruminants",2006,24
18,0,"6",0,0.137978755322586,0.00273732934965702,0.416097086497519,0.0523078611071141,0.19715185083869,"Ruminants",2006,23
19,0,"7",0,0.154375181238416,0.00443629351553533,0.504258933032733,0.0508882110802461,0.220630659403297,"Ruminants",2006,14
20,0,"8",0,0.138187860297926,0.00105284160321703,0.479711140985373,0.029059894124346,0.209995964142532,"Ruminants",2006,15
21,0,"9",0,0.0887315687319535,0.00160604004109036,0.364258834982904,0.0202038265436428,0.121901941910088,"Ruminants",2006,10
22,0,"10",0,0.118086402813,0.00298957531462816,0.410441885587006,0.0340278033953326,0.169207270697637,"Ruminants",2006,11
23,0,"11",0,0.0481761031402523,0.00142852985326834,0.183067159518939,0.0134881577042093,0.066031547474591,"Ruminants",2006,23
24,0,"12",0,0.0326355926329575,5.87216111752519e-05,0.158082956275179,0.0031443065414802,0.045015430867036,"Ruminants",2006,29
25,0,"1",0,0.0404017436030871,0.00249473999762417,0.143272721913005,0.0139392033036074,0.0546735186163426,"Ruminants",2007,28
26,0,"2",0,0.0386171732907696,0.000110231699830193,0.191414664745981,0.00467707799228832,0.0506587238912789,"Ruminants",2007,17
27,0,"3",0,0.282997928730188,0.0355891694363043,0.655920528825991,0.157691049626963,0.384883599410674,"Ruminants",2007,10
28,0,"4",0,0.136568713351132,0.000184600783446852,0.668290512131283,0.00805685412997625,0.197492316393838,"Ruminants",2007,9
29,0,"5",0,0.347201364662134,0.0525004258104951,0.699140941484845,0.219053135352714,0.463936806290134,"Ruminants",2007,17
30,0,"6",0,0.269797889082736,0.00463918859628999,0.645782926018039,0.134423270058984,0.384948720457294,"Ruminants",2007,14
31,0,"7",0,0.380587410158677,0.0235391421401662,0.781090547177447,0.230471516736942,0.522292907509062,"Ruminants",2007,16
32,0,"8",0,0.127950045866937,0.00105493035475338,0.540610327337832,0.0209639265053661,0.183847557122463,"Ruminants",2007,6
33,0,"9",0,0.176478753949662,0.00225307382342001,0.60165396941699,0.0431744892464275,0.263852388950834,"Ruminants",2007,9
34,0,"10",0,0.101814413868917,0.00175282402099333,0.37364639273811,0.0248394594650474,0.147488430168112,"Ruminants",2007,18
35,0,"11",0,0.0618157789200346,0.00110983452008231,0.245590684702978,0.0140045167090419,0.0868657944832453,"Ruminants",2007,30
36,0,"12",0,0.0440098357776768,5.80101787355836e-05,0.209164558569775,0.00361448799684413,0.0625400477412261,"Ruminants",2007,26
37,0,"1",1,0.279719975713489,0.0215215228952578,0.760262791746882,0.118997228395716,0.400810977328186,"Ruminants",2008,4
38,0,"2",1,0.651504658546151,0.165968834413052,0.964202025715939,0.505168693501726,0.828290730034507,"Ruminants",2008,4
39,0,"3",1,0.740747546914105,0.322616682921596,0.971333375165898,0.638842559489462,0.87596575527252,"Ruminants",2008,4
40,0,"4",1,0.857990139208488,0.415516318614041,0.999154996815437,0.799320922183565,0.971062016056427,"Ruminants",2008,4
41,0,"5",1,0.82115362799852,0.311348895843036,0.997224703424074,0.746732887137195,0.955719563885674,"Ruminants",2008,3
42,0,"6",1,0.561651790897526,0.0861845908053801,0.949795513083183,0.372301016916348,0.764974142491535,"Ruminants",2008,3
43,0,"7",1,0.177974505434517,0.012762618591715,0.535262134370608,0.0708927767262233,0.250210060714091,"Ruminants",2008,6
44,0,"8",1,0.736129313431267,0.469822156229776,0.932663625844225,0.658984208516058,0.825671563156392,"Ruminants",2008,27
45,0,"9",1,0.666380991019178,0.296365851898042,0.942432661981961,0.552079917724454,0.798355937466406,"Ruminants",2008,12
46,0,"10",1,0.185703300191191,0.00865994275404835,0.60387449811909,0.0621762963538314,0.265308239243468,"Ruminants",2008,4
47,0,"11",1,0.216907471107384,0.0194669323045435,0.57822243738896,0.101285230625949,0.302742975264009,"Ruminants",2008,6
48,0,"12",1,0.135176543020651,0.00179763420718931,0.477636390577406,0.0361246646283065,0.196110523029735,"Ruminants",2008,14
49,0,"1",1,0.16137011893811,0.0138958610371554,0.460396183943314,0.0699275628598988,0.224364202482427,"Ruminants",2009,15
50,0,"2",1,0.428508532237406,0.0482851387148774,0.906039593704859,0.228649284781297,0.611945735117898,"Ruminants",2009,5
51,0,"3",1,0.492545180926472,0.101605828323455,0.884672607020042,0.330671674971255,0.653711387912475,"Ruminants",2009,6
52,0,"4",1,0.781896468980045,0.297318294354334,0.999079594773645,0.669202025773771,0.941930708607348,"Ruminants",2009,7
53,0,"5",1,0.782325326716268,0.23389077171213,0.997039907229067,0.674718658814857,0.947655268615357,"Ruminants",2009,5
54,0,"6",1,0.559452787705262,0.146141561099604,0.922962177012057,0.406004659881422,0.721255500919272,"Ruminants",2009,9
55,0,"7",1,0.24042882365084,0.0214634148783857,0.667031967138169,0.105957323042411,0.337064922788507,"Ruminants",2009,5
56,0,"8",1,0.468767662246427,0.113267731036346,0.840805540813118,0.324579789230651,0.61059860815598,"Ruminants",2009,9
57,0,"9",1,0.407825163624186,0.0639459216768804,0.814283902421857,0.247497569577928,0.555839971670752,"Ruminants",2009,7
58,0,"10",1,0.158990346647091,0.0111695224817702,0.465783244879239,0.0676535051036676,0.221352265263538,"Ruminants",2009,13
59,0,"11",1,0.4125461618667,0.0538209909835304,0.863424587201378,0.234608284095197,0.573699008058782,"Ruminants",2009,7
60,0,"12",1,0.11377834060031,0.00171044592014059,0.400923811084879,0.0318231519617321,0.16340268955484,"Ruminants",2009,17
61,0,"1",1,0.26880142724886,0.0378793566320728,0.621397043562,0.148958085335793,0.36676381466429,"Ruminants",2010,13
62,0,"2",1,0.525284643144684,0.12599554883649,0.902293820296861,0.375410161445959,0.678661849952068,"Ruminants",2010,16
63,0,"3",1,0.570883256148725,0.267831635697599,0.845896223651878,0.467163044652136,0.679379604264976,"Ruminants",2010,16
64,0,"4",1,0.863560601702578,0.471998000033597,0.99917868965163,0.804793419139972,0.969799870229023,"Ruminants",2010,8
65,0,"5",1,0.877788638975581,0.550269529209663,0.997315765407635,0.829294543000058,0.965078005388745,"Ruminants",2010,12
66,0,"6",1,0.312083878519647,0.0328122963590632,0.750957701650874,0.156155946990802,0.439521929406323,"Ruminants",2010,9
67,0,"7",1,0.174903373076804,0.015858293668164,0.502103765123758,0.0762305331025739,0.242675630402867,"Ruminants",2010,12
68,0,"8",1,0.50365357475076,0.130635858046308,0.873122540777457,0.360578515528237,0.646656376238349,"Ruminants",2010,11
69,0,"9",1,0.622916546695632,0.291420894984826,0.901309938224196,0.514666182594869,0.740636729368605,"Ruminants",2010,11
70,0,"10",1,0.177187813383635,0.013157722624631,0.49590544245089,0.0785824999503134,0.247657059831664,"Ruminants",2010,6
71,0,"11",1,0.382911715883618,0.0648071126652439,0.750467029969007,0.243436480065673,0.513568261287469,"Ruminants",2010,12
72,0,"12",1,0.0955069601016668,0.00175467801535976,0.355218694993507,0.0264269561854785,0.133079767931188,"Ruminants",2010,9
73,0,"1",1,0.21827599507715,0.0218485375947035,0.556870644828329,0.10698543705542,0.302683551292151,"Ruminants",2011,7
74,0,"2",1,0.675060106299431,0.218117011376812,0.964926002819242,0.541346105179572,0.838173761528988,"Ruminants",2011,7
75,0,"3",1,0.709520715932181,0.295026173970879,0.961747500465733,0.602045414551722,0.846614606933169,"Ruminants",2011,9
76,0,"4",1,0.797530710852698,0.319945704721291,0.999081840815862,0.699765614224988,0.946134261664157,"Ruminants",2011,4
77,0,"5",1,0.832528723121536,0.476511220037575,0.996636582095186,0.75997239315494,0.940270193285414,"Ruminants",2011,10
78,0,"6",1,0.590529914783776,0.220221356689108,0.902496258777208,0.467301437810935,0.725839562748949,"Ruminants",2011,14
79,0,"7",1,0.392382679607792,0.0771186654262969,0.754829676775958,0.256953313135716,0.519156699473316,"Ruminants",2011,14
80,0,"8",1,0.32715776608129,0.0587526671278555,0.673636933248359,0.201986197812842,0.438033280778341,"Ruminants",2011,10
81,0,"9",1,0.48928565111974,0.160639585901588,0.814764588729895,0.364550920846051,0.614292196484911,"Ruminants",2011,8
82,0,"10",1,0.19982444079487,0.0132703184984039,0.578578790093896,0.0826911601670516,0.282943003828836,"Ruminants",2011,10
83,0,"11",1,0.308532366294945,0.0595043588022324,0.620195714378029,0.196809283758477,0.408325065393311,"Ruminants",2011,17
84,0,"12",1,0.142937394290394,0.00223304045380988,0.466050074298388,0.0470704622400207,0.204738305940568,"Ruminants",2011,10
85,0,"1",1,0.256812653444557,0.019571227244596,0.705032536394444,0.109220031228123,0.366513032290842,"Ruminants",2012,7
86,0,"2",1,0.534822664858377,0.164203541283185,0.874620829762955,0.399872222175053,0.674247815107426,"Ruminants",2012,10
87,0,"3",1,0.560182288474087,0.144419534142391,0.909247816943904,0.41335243363447,0.719030163528556,"Ruminants",2012,10
88,0,"4",1,0.872995888838019,0.48134535384561,0.9991492590403,0.821712230015122,0.972517769628642,"Ruminants",2012,3
89,0,"5",1,0.833651102024161,0.366835465737993,0.997219331896489,0.765075259846062,0.957770922823158,"Ruminants",2012,6
90,0,"6",1,0.272788106645774,0.0283779765860125,0.680682406441353,0.131714889696218,0.383788835935349,"Ruminants",2012,8
91,0,"7",1,0.307658639825496,0.0310535492517717,0.744306929588872,0.154682978377999,0.43270521546653,"Ruminants",2012,8
92,0,"8",1,0.347514129232899,0.0472519979118803,0.754410781287621,0.195832585871919,0.479993876214863,"Ruminants",2012,9
93,0,"9",1,0.700355905595624,0.352858043228476,0.942357663216516,0.601288403322507,0.818515822529991,"Ruminants",2012,15
94,0,"10",1,0.33309410123927,0.047616369665986,0.681518668355054,0.205815054282482,0.447679328904732,"Ruminants",2012,15
95,0,"11",1,0.288898515552889,0.0324476968758846,0.674308215822852,0.152883523902289,0.401175453290186,"Ruminants",2012,10
96,0,"12",1,0.256275518386631,0.00336211811511897,0.697105447542325,0.0903215611822386,0.387721910142524,"Ruminants",2012,10
97,0,"1",1,0.623587980726692,0.226203792129714,0.925164557806406,0.499519361941472,0.76490274876424,"Ruminants",2013,14
98,0,"2",1,0.585818961528292,0.180130671524522,0.92171858430371,0.442396751819419,0.741686676902781,"Ruminants",2013,3
99,0,"3",1,0.547116053004163,0.129169050353922,0.902755082152957,0.398274058436605,0.707095156297115,"Ruminants",2013,8
100,0,"4",1,0.838724433143204,0.327821106996069,0.999148930454424,0.771739933983186,0.969034680344695,"Ruminants",2013,1
101,0,"5",1,0.681963722121902,0.183224947625887,0.996211848758429,0.51833149562001,0.878934701328631,"Ruminants",2013,3
102,0,"6",1,0.676591289245803,0.265435864470267,0.958976921219021,0.551701337466681,0.826054406229396,"Ruminants",2013,8
103,0,"7",1,0.445164707661132,0.0895515630164478,0.836367699362467,0.292987064915888,0.589931944884416,"Ruminants",2013,15
104,0,"8",1,0.394077120181254,0.0878444003006844,0.738822628269172,0.2641915421059,0.515979313538735,"Ruminants",2013,11
105,0,"9",1,0.487070512216122,0.151635840169914,0.807153479788335,0.364217084398638,0.612307714234482,"Ruminants",2013,17
106,0,"10",1,0.137434730028581,0.0066360019368533,0.438368516548793,0.0483928555282177,0.19510986771611,"Ruminants",2013,13
107,0,"11",1,0.233094467434009,0.0579825558936867,0.462667266359252,0.155275152682549,0.300502522662646,"Ruminants",2013,23
108,0,"12",1,0.0808109918186211,0.00256717945449024,0.251223139024307,0.0304095022523741,0.113449030172086,"Ruminants",2013,28
109,0,"1",1,0.353857504897012,0.0611191031051107,0.755283591520091,0.207393606798186,0.480525457651427,"Ruminants",2014,12
110,0,"2",1,0.393370418363312,0.0967031593714969,0.712718834800685,0.276744856453623,0.506204134001524,"Ruminants",2014,15
111,0,"3",1,0.686422200914334,0.403795451501107,0.904448939257936,0.60278788366689,0.782562534289053,"Ruminants",2014,16
112,0,"4",1,0.854046097315703,0.394869445426311,0.999144924447578,0.79545031537119,0.970362796698557,"Ruminants",2014,3
113,0,"5",1,0.826448872874695,0.407898678702192,0.997138156615978,0.747751475844093,0.950328408091564,"Ruminants",2014,5
114,0,"6",1,0.61355880404543,0.240197812357752,0.918371106964997,0.490377401191292,0.749133467782827,"Ruminants",2014,9
115,0,"7",1,0.326685765152857,0.0413953921661154,0.711242311145684,0.185344382757548,0.44891924476659,"Ruminants",2014,12
116,0,"8",1,0.430791491577722,0.166225134927517,0.705078130338261,0.33116571363001,0.52832674136269,"Ruminants",2014,18
117,0,"9",1,0.615249307886795,0.308779464049903,0.870135309204414,0.516926667100091,0.723328353878022,"Ruminants",2014,12
118,0,"10",1,0.225456965910033,0.0176445151055551,0.56190485423231,0.109026029897917,0.318387247225418,"Ruminants",2014,14
119,0,"11",1,0.219894512220424,0.0266917248615293,0.531225477378368,0.115084096377105,0.302795217621959,"Ruminants",2014,19
120,0,"12",1,0.134175504354587,0.00331418600187413,0.421515695596308,0.0466722285908912,0.193145108661813,"Ruminants",2014,14
1,1,"1",0,0.283722969989193,0.00772212903089364,0.872529409845102,0.0745831745131573,0.443861483071953,"Ruminants",2005,NA
2,1,"2",0,0.0801295480963924,1.69812753980412e-06,0.718754941519456,0.000444934661356954,0.054372185588174,"Ruminants",2005,4
3,1,"3",0,0.559114570028903,0.00153855727715678,0.999322666978434,0.162072019863865,0.941926173206213,"Ruminants",2005,5
4,1,"4",0,0.200251805358171,0.000694647933273305,0.672063840073669,0.0448438032852761,0.307162272126232,"Ruminants",2005,7
5,1,"5",0,0.358833720705925,0.0027953801421515,0.974951000776909,0.104556595741295,0.571063667743017,"Ruminants",2005,16
6,1,"6",0,0.382204048490932,0.00114859160984617,0.995506273234805,0.0630739112379474,0.684661876435878,"Ruminants",2005,5
7,1,"7",0,0.321920540111949,0.000574203407912813,0.973534930943481,0.0371019339157069,0.576235922723355,"Ruminants",2005,5
8,1,"8",0,0.76994419875196,0.0674065582161919,0.99949578714365,0.640969269878783,0.979284887566084,"Ruminants",2005,11
9,1,"9",0,0.940729259926687,0.640344192262241,0.999882680134502,0.931523788447968,0.995802803557531,"Ruminants",2005,12
10,1,"10",0,0.876840840194786,0.426239717120269,0.999572750384586,0.828357965109491,0.984777921711187,"Ruminants",2005,16
11,1,"11",0,0.483865584890511,0.0207626779372704,0.97369361095807,0.246577678650784,0.715899139059883,"Ruminants",2005,36
12,1,"12",0,0.309178713593588,0.000141012092124955,0.90187307393278,0.0575971556667128,0.511804847764748,"Ruminants",2005,20
13,1,"1",0,0.228716095951768,0.00765540174842713,0.76152199769836,0.0662083369645405,0.336627871728873,"Ruminants",2006,18
14,1,"2",0,0.0803209206748848,1.67103847380352e-06,0.720876503602456,0.000458247874475844,0.0547486202854634,"Ruminants",2006,16
15,1,"3",0,0.53775686841627,0.00155938687293776,0.999307707031871,0.140804295176729,0.932239783856606,"Ruminants",2006,16
16,1,"4",0,0.231421645970294,0.000751617790089266,0.713190118603591,0.0656154590055768,0.352567130835746,"Ruminants",2006,9
17,1,"5",0,0.506097096278088,0.00301822367798529,0.988772529877397,0.193049771807992,0.812248719567811,"Ruminants",2006,24
18,1,"6",0,0.403142660271898,0.00116943274542024,0.995657727363066,0.0746561618158201,0.709007072637665,"Ruminants",2006,23
19,1,"7",0,0.243745367945855,0.00055988543755131,0.926496612741815,0.031168278637005,0.382107070938722,"Ruminants",2006,14
20,1,"8",0,0.78816957319124,0.120872247887025,0.999488657601059,0.670729530927809,0.97924152024979,"Ruminants",2006,15
21,1,"9",0,0.937429136181699,0.61243853351632,0.999879393888488,0.929071254441199,0.995699317396386,"Ruminants",2006,10
22,1,"10",0,0.839190172642496,0.2563980222069,0.999563474640641,0.770199572377677,0.983434387318932,"Ruminants",2006,11
23,1,"11",0,0.404065899747016,0.014418841605014,0.952434359097953,0.165905319966174,0.617404430857599,"Ruminants",2006,23
24,1,"12",0,0.230517410877731,0.000133169718072604,0.826647825757735,0.0302094546748279,0.369154120528417,"Ruminants",2006,29
25,1,"1",0,0.324487345796506,0.0161662976084393,0.819687344221459,0.138537493061697,0.477147855424353,"Ruminants",2007,28
26,1,"2",0,0.0636733629995531,1.68324682237508e-06,0.545496276369606,0.00045003305679541,0.0475201814433682,"Ruminants",2007,17
27,1,"3",0,0.590197286494149,0.00162509204900131,0.999341603282034,0.217144460241273,0.945469277492716,"Ruminants",2007,10
28,1,"4",0,0.160293711868015,0.000635457699529126,0.635390415190709,0.0314230459844284,0.232783706869195,"Ruminants",2007,9
29,1,"5",0,0.539025975777709,0.00322799610012832,0.989106745478826,0.255079710800833,0.830358651295587,"Ruminants",2007,17
30,1,"6",0,0.303578143261158,0.00111988423847426,0.994329485042533,0.0527534188754483,0.486686416421363,"Ruminants",2007,14
31,1,"7",0,0.351668015829002,0.000563989951762854,0.975166070026907,0.0405596019854848,0.64428351966106,"Ruminants",2007,16
32,1,"8",0,0.81376315797787,0.138193602027452,0.999498151329179,0.732906848331488,0.980928430371992,"Ruminants",2007,6
33,1,"9",0,0.945750843388668,0.682285175844313,0.999879066338068,0.936074134229963,0.995855020300134,"Ruminants",2007,9
34,1,"10",0,0.774015302128435,0.146176471103892,0.999567602977127,0.627320491969485,0.979620298114953,"Ruminants",2007,18
35,1,"11",0,0.61634294889817,0.0396340462385391,0.979568534004551,0.444765268765583,0.825730367317835,"Ruminants",2007,30
36,1,"12",0,0.231311924465793,0.000129367627083556,0.8615919464927,0.0298439124100459,0.364039396857138,"Ruminants",2007,26
37,1,"1",1,0.231172332491031,0.00751069005457734,0.773378421926426,0.0659001005192775,0.339939101850118,"Ruminants",2008,4
38,1,"2",1,0.095194650852528,1.85308433703148e-06,0.607948430992243,0.00127434214245656,0.11216488767696,"Ruminants",2008,4
39,1,"3",1,0.529261378197528,0.0442668173789657,0.988569704212581,0.280032052924028,0.782645959518521,"Ruminants",2008,4
40,1,"4",1,0.903696693961401,0.260890704893224,0.999993702795343,0.913180981922135,0.998738055274618,"Ruminants",2008,4
41,1,"5",1,0.523394938049277,0.0225615134868221,0.983607932500029,0.26345562632535,0.78782124269456,"Ruminants",2008,3
42,1,"6",1,0.888362245249622,0.338480218515777,0.999956486568192,0.862393160177824,0.994739104188889,"Ruminants",2008,3
43,1,"7",1,0.536841029248614,0.019439346968982,0.956130614726822,0.317635046177007,0.769734344671768,"Ruminants",2008,6
44,1,"8",1,0.812154892757826,0.446145705262996,0.988802336837626,0.733024181575984,0.925994308412614,"Ruminants",2008,27
45,1,"9",1,0.845438236848737,0.376206638779693,0.999805425131559,0.7754207143361,0.971442044563462,"Ruminants",2008,12
46,1,"10",1,0.62121879984769,0.0815049769073139,0.98646916657923,0.416324896225536,0.851539091850616,"Ruminants",2008,4
47,1,"11",1,0.764307516197799,0.199696692857067,0.996345791422609,0.648850730781919,0.938308372499832,"Ruminants",2008,6
48,1,"12",1,0.38716297421453,0.00196559941411572,0.91941968714655,0.147929236993076,0.601172553700742,"Ruminants",2008,14
49,1,"1",1,0.193856564250794,0.00840556776236207,0.582883622502659,0.0689864076160639,0.280821590771971,"Ruminants",2009,15
50,1,"2",1,0.10049478927764,1.84741058122117e-06,0.656655412756015,0.00132695748283435,0.116945695955056,"Ruminants",2009,5
51,1,"3",1,0.52896835950989,0.0434774907372966,0.989450924307563,0.280397592497084,0.7843648425461,"Ruminants",2009,6
52,1,"4",1,0.913355049646287,0.328464196767692,0.999993907759462,0.920845888885814,0.998762728602215,"Ruminants",2009,7
53,1,"5",1,0.523160849899628,0.0219213340677242,0.983140314960648,0.263201380083679,0.786494052628525,"Ruminants",2009,5
54,1,"6",1,0.880514116926637,0.293064143980016,0.999956795963152,0.852551767650537,0.99470275409025,"Ruminants",2009,9
55,1,"7",1,0.521111945721338,0.0200835884081751,0.95277217266685,0.306676831147244,0.744753267489055,"Ruminants",2009,5
56,1,"8",1,0.599466937358164,0.096806181349903,0.981168726686719,0.402303249224352,0.816420703921641,"Ruminants",2009,9
57,1,"9",1,0.862612128983385,0.404232903442234,0.999800017910878,0.808420400799158,0.974635105529865,"Ruminants",2009,7
58,1,"10",1,0.570317585124763,0.129793534892442,0.971746809524581,0.390909757346491,0.756097468723238,"Ruminants",2009,13
59,1,"11",1,0.806391660861226,0.32655759605285,0.996404895406167,0.717930473312593,0.94578155874763,"Ruminants",2009,7
60,1,"12",1,0.406329902586687,0.00185804975789111,0.920340962640351,0.163775173501507,0.628756296825586,"Ruminants",2009,17
61,1,"1",1,0.179143652569384,0.0067267206012824,0.616741377557536,0.0546919674538262,0.256858348533303,"Ruminants",2010,13
62,1,"2",1,0.115652498797466,2.02381880304849e-06,0.70028841458181,0.00152873354188758,0.14370752933218,"Ruminants",2010,16
63,1,"3",1,0.585141444026712,0.0784706729581786,0.988480849467478,0.385519530252157,0.802890435021304,"Ruminants",2010,16
64,1,"4",1,0.909806115965568,0.294382268237718,0.999994274719754,0.91916216036972,0.998761406156489,"Ruminants",2010,8
65,1,"5",1,0.617381552743973,0.0666618522666918,0.979189719033762,0.453089429351837,0.812795035233201,"Ruminants",2010,12
66,1,"6",1,0.894406193223947,0.387671721345469,0.999955881324969,0.868419902970704,0.994786059982787,"Ruminants",2010,9
67,1,"7",1,0.509541075566876,0.0175613697271041,0.954442410907143,0.28020736944307,0.744074483044649,"Ruminants",2010,12
68,1,"8",1,0.747905141377074,0.218142907072237,0.988137903328024,0.635622711440898,0.912018774150391,"Ruminants",2010,11
69,1,"9",1,0.848056790093942,0.322112032538272,0.999799381683801,0.790639818158802,0.974264489663006,"Ruminants",2010,11
70,1,"10",1,0.693991409308153,0.171382523334469,0.98796034323011,0.542876803924387,0.884414397158294,"Ruminants",2010,6
71,1,"11",1,0.764587184181703,0.200031408405538,0.996270361249924,0.649287721466693,0.937516641610443,"Ruminants",2010,12
72,1,"12",1,0.324587282987394,0.00188902346638386,0.879806863431896,0.110823527074157,0.498504105066115,"Ruminants",2010,9
73,1,"1",1,0.25612564071321,0.00795183651430125,0.815373114151433,0.0730805619980894,0.384531538065641,"Ruminants",2011,7
74,1,"2",1,0.127733388643483,1.84898668550906e-06,0.727059101087027,0.00136798557698427,0.172858182013703,"Ruminants",2011,7
75,1,"3",1,0.581726751089755,0.0961247820243765,0.988046978473414,0.384443659027884,0.793887372392608,"Ruminants",2011,9
76,1,"4",1,0.903520254393572,0.264088065346568,0.999994096891337,0.912960740448572,0.998747331695333,"Ruminants",2011,4
77,1,"5",1,0.508189003307954,0.0279346715453101,0.976535578371695,0.274794052169173,0.74279687243229,"Ruminants",2011,10
78,1,"6",1,0.900791678679648,0.421925311622063,0.999958031354882,0.875644513528022,0.994736330515523,"Ruminants",2011,14
79,1,"7",1,0.613363124206718,0.0439365407000093,0.963950380020514,0.447752637424347,0.815000451461552,"Ruminants",2011,14
80,1,"8",1,0.654347687584254,0.156852116698068,0.982231671656652,0.494197791593726,0.84396356221671,"Ruminants",2011,10
81,1,"9",1,0.862826713093514,0.408299224811856,0.999792358370342,0.809453220419907,0.97428718770018,"Ruminants",2011,8
82,1,"10",1,0.693554925245846,0.171919387117698,0.988178467297861,0.54235941313185,0.88406151420718,"Ruminants",2011,10
83,1,"11",1,0.801916259171553,0.304467573578461,0.99637557187265,0.711976011841092,0.945636379181462,"Ruminants",2011,17
84,1,"12",1,0.449479169464447,0.0019118917313462,0.942146777675933,0.183897549479126,0.703087367395801,"Ruminants",2011,10
85,1,"1",1,0.198370094952687,0.00889419495904393,0.639161285513214,0.0662185456304265,0.284839507939164,"Ruminants",2012,7
86,1,"2",1,0.115550482900257,1.94763155958288e-06,0.739734699197384,0.00131640149342947,0.134593533609823,"Ruminants",2012,10
87,1,"3",1,0.689651140635324,0.133398995300183,0.99079221323752,0.541084444957311,0.883311196440664,"Ruminants",2012,10
88,1,"4",1,0.904099433448253,0.254685473121018,0.999993762923115,0.91356908153428,0.998749508898802,"Ruminants",2012,3
89,1,"5",1,0.452844307038999,0.0203963988806699,0.970153609580691,0.212354157237257,0.679575386711758,"Ruminants",2012,6
90,1,"6",1,0.857241142918269,0.262719069419355,0.999954481425517,0.798718423328186,0.994172033585083,"Ruminants",2012,8
91,1,"7",1,0.479192968366276,0.0159914571094755,0.948483735843056,0.242196079240818,0.714162843734386,"Ruminants",2012,8
